teste;teste;teste;teste;teste;teste;teste;
7891033751518;CBEM LOC HID DES CPO DELEITE 400ml;75151;00001;00432;;01/04/2021 08:52:49;22/04/2021 18:16:54;
7891033751518;CBEM LOC HID DES CPO DELEITE 400ml;75151;00001;00432;;01/04/2021 08:52:52;22/04/2021 18:16:54;
7891033751518;CBEM LOC HID DES CPO DELEITE 400ml;75151;00001;00432;;01/04/2021 08:52:54;22/04/2021 18:16:54;
7891033749690;LILY CREM HID DES CPO ACET LOVE 250g;74969;00001;00394;;01/04/2021 09:01:46;22/04/2021 18:16:54;
7891033747214;LILY EDP LOVE VALVULA 75ml;74721;00001;00394;;01/04/2021 09:01:51;22/04/2021 18:16:54;
7891033747214;LILY EDP LOVE VALVULA 75ml;74721;00001;00394;;01/04/2021 09:01:55;22/04/2021 18:16:54;
7891033775125;LILY CR DES HID CPO ACET ABSOLU 250g;77512;00001;00394;;01/04/2021 09:02:08;22/04/2021 18:16:54;
7891033775125;LILY CR DES HID CPO ACET ABSOLU 250g;77512;00001;00394;;01/04/2021 09:02:12;22/04/2021 18:16:54;
7891033775095;LILY EDP ABSOLU 75ml;77509;00001;00394;;01/04/2021 09:02:23;22/04/2021 18:16:54;
7891033775095;LILY EDP ABSOLU 75ml;77509;00001;00394;;01/04/2021 09:02:26;22/04/2021 18:16:54;
7891033710409;MALBEC EDP SIGNATURE 90ml;71040;00001;00308;;01/04/2021 08:51:20;22/04/2021 18:16:54;
7891033710409;MALBEC EDP SIGNATURE 90ml;71040;00001;00308;;01/04/2021 08:51:33;22/04/2021 18:16:54;
7891033710409;MALBEC EDP SIGNATURE 90ml;71040;00001;00308;;01/04/2021 08:51:39;22/04/2021 18:16:54;
7891033733644;MALBEC DES BDY SPR 100ml V3 PCK;73364;00001;00308;;01/04/2021 08:51:47;22/04/2021 18:16:54;
7891033733644;MALBEC DES BDY SPR 100ml V3 PCK;73364;00001;00308;;01/04/2021 08:51:50;22/04/2021 18:16:54;
7891033733644;MALBEC DES BDY SPR 100ml V3 PCK;73364;00001;00308;;01/04/2021 08:51:54;22/04/2021 18:16:54;
7891033733644;MALBEC DES BDY SPR 100ml V3 PCK;73364;00001;00308;;01/04/2021 08:51:52;22/04/2021 18:16:54;
7891033752102;MALBEC DES COL ABS 100ml V3;75210;00001;00308;;01/04/2021 08:52:05;22/04/2021 18:16:54;
7891033752102;MALBEC DES COL ABS 100ml V3;75210;00001;00308;;01/04/2021 08:52:09;22/04/2021 18:16:54;
7891033752102;MALBEC DES COL ABS 100ml V3;75210;00001;00308;;01/04/2021 08:52:13;22/04/2021 18:16:54;
7891033769742;MALBEC LOC DES HID CPO VERT 200ml;76974;00001;00308;;01/04/2021 08:52:27;22/04/2021 18:16:54;
7891033769742;MALBEC LOC DES HID CPO VERT 200ml;76974;00001;00308;;01/04/2021 08:52:33;22/04/2021 18:16:54;
7891033769742;MALBEC LOC DES HID CPO VERT 200ml;76974;00001;00308;;01/04/2021 08:52:38;22/04/2021 18:16:54;
7891033769735;MALBEC DES COL VERT 100ml;76973;00001;00308;;01/04/2021 08:52:50;22/04/2021 18:16:54;
7891033769735;MALBEC DES COL VERT 100ml;76973;00001;00308;;01/04/2021 08:53:00;22/04/2021 18:16:54;
7891033769735;MALBEC DES COL VERT 100ml;76973;00001;00308;;01/04/2021 08:52:55;22/04/2021 18:16:54;
7891033295975;MY LILY CREME ACETINADO HID DES CPO 250g;29597;00001;00393;;01/04/2021 09:03:21;22/04/2021 18:16:54;
7891033295975;MY LILY CREME ACETINADO HID DES CPO 250g;29597;00001;00393;;01/04/2021 09:03:40;22/04/2021 18:16:54;
7891033295272;LILY CREM ACETIN HID DES CPO 250g V6;29527;00001;00393;;01/04/2021 09:04:04;22/04/2021 18:16:54;
7891033213726;LILY EDP VALVULA 30ml;21372;00001;00393;;01/04/2021 09:04:07;22/04/2021 18:16:54;
7891033811786;MAKE B EDP GOLD 75ml;81178;00001;00392;;01/04/2021 09:04:27;22/04/2021 18:16:54;
7891033771219;ESTJ FLORATTA FLOWERS REG/19;77121;00001;00392;;01/04/2021 09:04:39;22/04/2021 18:16:54;
7891033720705;NSPA SAB BARRA F/AMEI 90g;72070;00001;00237;;01/04/2021 08:51:31;22/04/2021 18:16:54;
7891033720705;NSPA SAB BARRA F/AMEI 90g;72070;00001;00237;;01/04/2021 08:51:36;22/04/2021 18:16:54;
7891033720705;NSPA SAB BARRA F/AMEI 90g;72070;00001;00237;;01/04/2021 08:51:38;22/04/2021 18:16:54;
7891033722457;NSPA DES COL BDY SPLSH F/AMEI 200ml;72245;00001;00237;;01/04/2021 08:51:43;22/04/2021 18:16:54;
7891033722457;NSPA DES COL BDY SPLSH F/AMEI 200ml;72245;00001;00237;;01/04/2021 08:51:45;22/04/2021 18:16:54;
7891033722457;NSPA DES COL BDY SPLSH F/AMEI 200ml;72245;00001;00237;;01/04/2021 08:51:47;22/04/2021 18:16:54;
7891033711741;NSPA CREM HID DES MAOS F/AMEI 75g;71174;00001;00237;;01/04/2021 08:51:50;22/04/2021 18:16:54;
7891033711741;NSPA CREM HID DES MAOS F/AMEI 75g;71174;00001;00237;;01/04/2021 08:51:51;22/04/2021 18:16:54;
7891033711741;NSPA CREM HID DES MAOS F/AMEI 75g;71174;00001;00237;;01/04/2021 08:52:02;22/04/2021 18:16:54;
7891033720613;NSPA LOC HID DES CPO F/AMEI 200ml V2;72061;00001;00237;;01/04/2021 08:52:16;22/04/2021 18:16:54;
7891033720613;NSPA LOC HID DES CPO F/AMEI 200ml V2;72061;00001;00237;;01/04/2021 08:52:17;22/04/2021 18:16:54;
7891033720613;NSPA LOC HID DES CPO F/AMEI 200ml V2;72061;00001;00237;;01/04/2021 08:52:18;22/04/2021 18:16:54;
7891033720613;NSPA LOC HID DES CPO F/AMEI 200ml V2;72061;00001;00237;;01/04/2021 08:52:19;22/04/2021 18:16:54;
7891033711291;NSPA LOC HID DES CPO F/AMEI 400ml V2;71129;00001;00237;;01/04/2021 08:52:21;22/04/2021 18:16:54;
7891033711291;NSPA LOC HID DES CPO F/AMEI 400ml V2;71129;00001;00237;;01/04/2021 08:52:22;22/04/2021 18:16:54;
7891033711291;NSPA LOC HID DES CPO F/AMEI 400ml V2;71129;00001;00237;;01/04/2021 08:52:24;22/04/2021 18:16:54;
7891033739332;CBEM DES CREM ANTIT R/ALG 80g;73933;00001;00433;;01/04/2021 08:54:19;22/04/2021 18:16:54;
7891033739332;CBEM DES CREM ANTIT R/ALG 80g;73933;00001;00433;;01/04/2021 08:54:23;22/04/2021 18:16:54;
7891033283477;CUIDE SE BEM LOCAO H D/CPO R/ALG 200ml;28347;00001;00433;;01/04/2021 08:54:31;22/04/2021 18:16:54;
7891033283514;CUIDE SE BEM LOCAO H D/CPO ROS/ALG 400ml;28351;00001;00433;;01/04/2021 08:53:26;22/04/2021 18:16:54;
7891033283514;CUIDE SE BEM LOCAO H D/CPO ROS/ALG 400ml;28351;00001;00433;;01/04/2021 08:53:30;22/04/2021 18:16:54;
7891033283514;CUIDE SE BEM LOCAO H D/CPO ROS/ALG 400ml;28351;00001;00433;;01/04/2021 08:53:34;22/04/2021 18:16:54;
7891033283514;CUIDE SE BEM LOCAO H D/CPO ROS/ALG 400ml;28351;00001;00433;;01/04/2021 08:53:38;22/04/2021 18:16:54;
7891033283514;CUIDE SE BEM LOCAO H D/CPO ROS/ALG 400ml;28351;00001;00433;;01/04/2021 08:53:42;22/04/2021 18:16:54;
7891033283514;CUIDE SE BEM LOCAO H D/CPO ROS/ALG 400ml;28351;00001;00433;;01/04/2021 08:53:46;22/04/2021 18:16:54;
7891033296132;CBEM CREM HID DES P/MAOS R/ALG 50g;29613;00001;00433;;01/04/2021 08:53:52;22/04/2021 18:16:54;
7891033296132;CBEM CREM HID DES P/MAOS R/ALG 50g;29613;00001;00433;;01/04/2021 08:53:57;22/04/2021 18:16:54;
7891033296132;CBEM CREM HID DES P/MAOS R/ALG 50g;29613;00001;00433;;01/04/2021 08:54:01;22/04/2021 18:16:54;
7891033296132;CBEM CREM HID DES P/MAOS R/ALG 50g;29613;00001;00433;;01/04/2021 08:54:04;22/04/2021 18:16:54;
7891033296439;CBEM DES ANT AER R/ALG 75g/125ml;29643;00001;00433;;01/04/2021 08:54:35;22/04/2021 18:16:54;
7891033283729;CUIDE SE BEM DESOD ROLL ON R/ALG 55ml;28372;00001;00433;;01/04/2021 08:54:38;22/04/2021 18:16:54;
7891033283729;CUIDE SE BEM DESOD ROLL ON R/ALG 55ml;28372;00001;00433;;01/04/2021 08:54:41;22/04/2021 18:16:54;
7891033283729;CUIDE SE BEM DESOD ROLL ON R/ALG 55ml;28372;00001;00433;;01/04/2021 08:54:44;22/04/2021 18:16:54;
7891033707089;CBEM DES COL SPRAY CPO R/ALG 200ml;70708;00001;00433;;01/04/2021 08:54:48;22/04/2021 18:16:54;
7891033707089;CBEM DES COL SPRAY CPO R/ALG 200ml;70708;00001;00433;;01/04/2021 08:54:51;22/04/2021 18:16:54;
7891033707089;CBEM DES COL SPRAY CPO R/ALG 200ml;70708;00001;00433;;01/04/2021 08:54:54;22/04/2021 18:16:54;
7891033707089;CBEM DES COL SPRAY CPO R/ALG 200ml;70708;00001;00433;;01/04/2021 08:54:58;22/04/2021 18:16:54;
7891033707089;CBEM DES COL SPRAY CPO R/ALG 200ml;70708;00001;00433;;01/04/2021 08:55:02;22/04/2021 18:16:54;
7891033196852;ELYSEE EDP 50ml;19685;00001;00391;;01/04/2021 09:05:05;22/04/2021 18:16:54;
7891033708994;ELYSEE EDP NUIT 50ml;70899;00001;00391;;01/04/2021 09:05:08;22/04/2021 18:16:54;
7891033743902;ELYSEE CREM HID ACET DES BLANC 250g;74390;00001;00391;;01/04/2021 09:05:12;22/04/2021 18:16:54;
7891033743902;ELYSEE CREM HID ACET DES BLANC 250g;74390;00001;00391;;01/04/2021 09:05:17;22/04/2021 18:16:54;
7891033799183;NSPA DES COL BDY SPLSH MATCHA 200ml;79918;00001;00238;;01/04/2021 08:54:01;22/04/2021 18:16:54;
7891033799183;NSPA DES COL BDY SPLSH MATCHA 200ml;79918;00001;00238;;01/04/2021 08:54:03;22/04/2021 18:16:54;
7891033799152;NSPA LOC DES CPO DETOX MATCHA 200ml;79915;00001;00238;;01/04/2021 08:54:05;22/04/2021 18:16:54;
7891033799152;NSPA LOC DES CPO DETOX MATCHA 200ml;79915;00001;00238;;01/04/2021 08:54:06;22/04/2021 18:16:54;
7891033799152;NSPA LOC DES CPO DETOX MATCHA 200ml;79915;00001;00238;;01/04/2021 08:54:07;22/04/2021 18:16:54;
7891033799145;NSPA LOC DES CPO DETOX MATCHA 400ml;79914;00001;00238;;01/04/2021 08:54:09;22/04/2021 18:16:54;
7891033799145;NSPA LOC DES CPO DETOX MATCHA 400ml;79914;00001;00238;;01/04/2021 08:54:11;22/04/2021 18:16:54;
7891033799664;NSPA MASC FAC DETOX MATCHA 70g;79966;00001;00238;;01/04/2021 08:53:58;22/04/2021 18:16:54;
7891033765423;MATCH COND FONT/NUTR 250ml;76542;00001;00429;;01/04/2021 08:56:07;22/04/2021 18:16:54;
7891033765423;MATCH COND FONT/NUTR 250ml;76542;00001;00429;;01/04/2021 08:56:16;22/04/2021 18:16:54;
7891033700486;MATCH COND SOS RECONST 250ml;70048;00001;00429;;01/04/2021 08:56:19;22/04/2021 18:16:54;
7891033700486;MATCH COND SOS RECONST 250ml;70048;00001;00429;;01/04/2021 08:56:22;22/04/2021 18:16:54;
7891033811830;MATCH AMP CAP FORCA 15ml;81183;00001;00429;;01/04/2021 08:56:28;22/04/2021 18:16:54;
7891033811830;MATCH AMP CAP FORCA 15ml;81183;00001;00429;;01/04/2021 08:56:30;22/04/2021 18:16:54;
7891033811830;MATCH AMP CAP FORCA 15ml;81183;00001;00429;;01/04/2021 08:56:32;22/04/2021 18:16:54;
7891033710492;MATCH CREM MODEL RESP/CACHO OND 290ml;71049;00001;00429;;01/04/2021 08:56:34;22/04/2021 18:16:54;
7891033765393;MATCH SHAMP FONT/NUTR 250ml;76539;00001;00429;;01/04/2021 08:56:11;22/04/2021 18:16:54;
7891033765393;MATCH SHAMP FONT/NUTR 250ml;76539;00001;00429;;01/04/2021 08:56:14;22/04/2021 18:16:54;
7891033766208;EGEO DES COL DOLCE 30ml;76620;00001;00303;;01/04/2021 08:53:34;22/04/2021 18:16:54;
7891033722136;FLORATTA DES COL BLUE 30ml;72213;00001;00303;;01/04/2021 08:53:38;22/04/2021 18:16:54;
7891033758326;QUASAR DES ANTIT AER 75g/125ml V8;75832;00001;00303;;01/04/2021 08:53:45;22/04/2021 18:16:54;
7891033758326;QUASAR DES ANTIT AER 75g/125ml V8;75832;00001;00303;;01/04/2021 08:53:49;22/04/2021 18:16:54;
7891033758326;QUASAR DES ANTIT AER 75g/125ml V8;75832;00001;00303;;01/04/2021 08:53:55;22/04/2021 18:16:54;
7891033758326;QUASAR DES ANTIT AER 75g/125ml V8;75832;00001;00303;;01/04/2021 08:53:53;22/04/2021 18:16:54;
7891033748945;QUASAR DES BDY SPR 100ml V8 PCK;74894;00001;00303;;01/04/2021 08:53:59;22/04/2021 18:16:54;
7891033748945;QUASAR DES BDY SPR 100ml V8 PCK;74894;00001;00303;;01/04/2021 08:54:04;22/04/2021 18:16:54;
7891033705610;QUASAR GEL APOS BARBA 110g V6;70561;00001;00303;;01/04/2021 08:54:09;22/04/2021 18:16:54;
7891033705610;QUASAR GEL APOS BARBA 110g V6;70561;00001;00303;;01/04/2021 08:54:15;22/04/2021 18:16:54;
7891033705610;QUASAR GEL APOS BARBA 110g V6;70561;00001;00303;;01/04/2021 08:54:21;22/04/2021 18:16:54;
7891033705610;QUASAR GEL APOS BARBA 110g V6;70561;00001;00303;;01/04/2021 08:54:29;22/04/2021 18:16:54;
7891033705610;QUASAR GEL APOS BARBA 110g V6;70561;00001;00303;;01/04/2021 08:54:34;22/04/2021 18:16:54;
7891033235230;QUASAR ESPUM PRE BARB 200ml V5;23523;00001;00303;;01/04/2021 08:54:41;22/04/2021 18:16:54;
7891033235230;QUASAR ESPUM PRE BARB 200ml V5;23523;00001;00303;;01/04/2021 08:54:45;22/04/2021 18:16:54;
7891033767298;QUASAR DES COL CLASSIC 125ml;76729;00001;00303;;01/04/2021 08:54:54;22/04/2021 18:16:54;
7891033767298;QUASAR DES COL CLASSIC 125ml;76729;00001;00303;;01/04/2021 08:54:57;22/04/2021 18:16:54;
7891033799206;NSPA COND DETOX MATCHA 300ml;79920;00001;00239;;01/04/2021 08:54:41;22/04/2021 18:16:54;
7891033799206;NSPA COND DETOX MATCHA 300ml;79920;00001;00239;;01/04/2021 08:54:42;22/04/2021 18:16:54;
7891033799206;NSPA COND DETOX MATCHA 300ml;79920;00001;00239;;01/04/2021 08:54:44;22/04/2021 18:16:54;
7891033814381;NSPA SHAMP ESF CAP DETOX MATCHA 175ml;81438;00001;00239;;01/04/2021 08:55:32;22/04/2021 18:16:54;
7891033799190;NSPA SHAMP DETOX MATCHA 300ml;79919;00001;00239;;01/04/2021 08:54:49;22/04/2021 18:16:54;
7891033799190;NSPA SHAMP DETOX MATCHA 300ml;79919;00001;00239;;01/04/2021 08:54:51;22/04/2021 18:16:54;
7891033799176;NSPA SAB LIQ ESF CPO DETOX MATCHA 200ml;79917;00001;00239;;01/04/2021 08:55:33;22/04/2021 18:16:54;
7891033730759;NSPA DES COL ROYAL PLUM 75ml;73075;00001;00239;;01/04/2021 08:55:36;22/04/2021 18:16:54;
7891033765515;NSPA DES COL DIVINE CAVIAR 75ml;76551;00001;00239;;01/04/2021 08:55:44;22/04/2021 18:16:54;
7891033765515;NSPA DES COL DIVINE CAVIAR 75ml;76551;00001;00239;;01/04/2021 08:55:49;22/04/2021 18:16:54;
7891033730742;NSPA DES COL QUEEN VANILLA 75ml;73074;00001;00239;;01/04/2021 08:55:39;22/04/2021 18:16:54;
7891033771172;ESTJ MALBEC REG/19;77117;00001;00307;;01/04/2021 08:55:32;22/04/2021 18:16:54;
7891033441549;CAIXA INST M LACO VERDE;44154;00001;00307;;01/04/2021 08:55:47;22/04/2021 18:16:54;
7891033758326;QUASAR DES ANTIT AER 75g/125ml V8;75832;00001;00307;;01/04/2021 08:55:52;22/04/2021 18:16:54;
7891033732845;QUASAR DES COL 100ml V2;73284;00001;00307;;01/04/2021 08:55:55;22/04/2021 18:16:54;
7891033705610;QUASAR GEL APOS BARBA 110g V6;70561;00001;00307;;01/04/2021 08:55:58;22/04/2021 18:16:54;
7891033235230;QUASAR ESPUM PRE BARB 200ml V5;23523;00001;00307;;01/04/2021 08:56:02;22/04/2021 18:16:54;
7891033706792;ESTJ BOTI BABY REG COL SAB ACS;70679;00001;00428;;01/04/2021 08:56:51;22/04/2021 18:16:54;
7891033706792;ESTJ BOTI BABY REG COL SAB ACS;70679;00001;00428;;01/04/2021 08:56:55;22/04/2021 18:16:54;
7891033706914;BOTI BABY SAB LIQ CPO CAB 200ml;70691;00001;00428;;01/04/2021 08:57:04;22/04/2021 18:16:54;
7891033706952;BOTI BABY COND 200ml;70695;00001;00428;;01/04/2021 08:57:09;22/04/2021 18:16:54;
7891033706952;BOTI BABY COND 200ml;70695;00001;00428;;01/04/2021 08:57:30;22/04/2021 18:16:54;
7891033706952;BOTI BABY COND 200ml;70695;00001;00428;;01/04/2021 08:57:32;22/04/2021 18:16:54;
7891033770137;REF BOTI BABY SAB LIQ CAB/CPO 200ml;77013;00001;00428;;01/04/2021 08:57:45;22/04/2021 18:16:54;
7891033706853;BOTI BABY SHAMP 200ml;70685;00001;00428;;01/04/2021 08:57:11;22/04/2021 18:16:54;
7891033706853;BOTI BABY SHAMP 200ml;70685;00001;00428;;01/04/2021 08:57:15;22/04/2021 18:16:54;
7891033706853;BOTI BABY SHAMP 200ml;70685;00001;00428;;01/04/2021 08:57:18;22/04/2021 18:16:54;
7891033706761;BOTI BABY SAB BARRA SOL 2X85g;70676;00001;00428;;01/04/2021 08:57:35;22/04/2021 18:16:54;
7891033706761;BOTI BABY SAB BARRA SOL 2X85g;70676;00001;00428;;01/04/2021 08:57:37;22/04/2021 18:16:54;
7891033706761;BOTI BABY SAB BARRA SOL 2X85g;70676;00001;00428;;01/04/2021 08:57:39;22/04/2021 18:16:54;
7891033706778;BOTI BABY SAB BARRA LUA 2X85g;70677;00001;00428;;01/04/2021 08:57:41;22/04/2021 18:16:54;
7891033797165;REF BOTI BABY SHAMP 200ml;79716;00001;00428;;01/04/2021 08:57:51;22/04/2021 18:16:54;
7891033797172;REF BOTI BABY COND 200ml;79717;00001;00428;;01/04/2021 08:57:47;22/04/2021 18:16:54;
7891033387397;NSPA FRASCO AROMAT AMB BRANCO;38739;00001;00430;;01/04/2021 08:58:16;22/04/2021 18:16:54;
7891033754748;BOTICA 214 EDP JASMIM PATCH 75ml;75474;00001;00390;;01/04/2021 09:06:06;22/04/2021 18:16:54;
7891033754748;BOTICA 214 EDP JASMIM PATCH 75ml;75474;00001;00390;;01/04/2021 09:06:13;22/04/2021 18:16:54;
7891033754755;BOTICA 214 EDP PEONIA APRICOT  75ml;75475;00001;00390;;01/04/2021 09:06:33;22/04/2021 18:16:54;
7891033754755;BOTICA 214 EDP PEONIA APRICOT  75ml;75475;00001;00390;;01/04/2021 09:06:40;22/04/2021 18:16:54;
7891033751686;BOTICA 214 EDP V/SAND 75ml;75168;00001;00390;;01/04/2021 09:06:46;22/04/2021 18:16:54;
7891033751686;BOTICA 214 EDP V/SAND 75ml;75168;00001;00390;;01/04/2021 09:07:17;22/04/2021 18:16:54;
7891033751686;BOTICA 214 EDP V/SAND 75ml;75168;00001;00390;;01/04/2021 09:07:22;22/04/2021 18:16:54;
7891033804351;BOTICA 214 EDP MUSK/CEDRO 75ml;80435;00001;00390;;01/04/2021 09:07:35;22/04/2021 18:16:54;
7891033794232;BOTICA 214 EDP GOLDEN GARDENIA 75ml;79423;00001;00390;;01/04/2021 09:07:45;22/04/2021 18:16:54;
7891033794232;BOTICA 214 EDP GOLDEN GARDENIA 75ml;79423;00001;00390;;01/04/2021 09:07:51;22/04/2021 18:16:54;
7891033796922;ESTJ SOPHIE MINIATURAS;79692;00001;00427;;01/04/2021 08:58:44;22/04/2021 18:16:54;
7891033706693;SOPHIE COL LIKE 100ml;70669;00001;00427;;01/04/2021 08:58:39;22/04/2021 18:16:54;
7891033706693;SOPHIE COL LIKE 100ml;70669;00001;00427;;01/04/2021 08:58:40;22/04/2021 18:16:54;
7891033706709;SOPHIE COL HAPPY 100ml;70670;00001;00427;;01/04/2021 08:58:48;22/04/2021 18:16:54;
7891033706709;SOPHIE COL HAPPY 100ml;70670;00001;00427;;01/04/2021 08:58:49;22/04/2021 18:16:54;
7891033831111;NSPA OL DES HID CPO FIRM QUINOA 200ml V2;83111;00001;00240;;01/04/2021 08:56:41;22/04/2021 18:16:54;
7891033831111;NSPA OL DES HID CPO FIRM QUINOA 200ml V2;83111;00001;00240;;01/04/2021 08:56:42;22/04/2021 18:16:54;
7891033757282;NSPA SHAMP FORC/NUTR QUINOA 300ml;75728;00001;00240;;01/04/2021 08:56:43;22/04/2021 18:16:54;
7891033757282;NSPA SHAMP FORC/NUTR QUINOA 300ml;75728;00001;00240;;01/04/2021 08:56:45;22/04/2021 18:16:54;
7891033757282;NSPA SHAMP FORC/NUTR QUINOA 300ml;75728;00001;00240;;01/04/2021 08:56:46;22/04/2021 18:16:54;
7891033757251;NSPA CREM ANTIS P/MAOS FPS 15 QUINOA 75g;75725;00001;00240;;01/04/2021 08:56:50;22/04/2021 18:16:54;
7891033757251;NSPA CREM ANTIS P/MAOS FPS 15 QUINOA 75g;75725;00001;00240;;01/04/2021 08:56:52;22/04/2021 18:16:54;
7891033757251;NSPA CREM ANTIS P/MAOS FPS 15 QUINOA 75g;75725;00001;00240;;01/04/2021 08:56:54;22/04/2021 18:16:54;
7891033757312;NSPA LOC HID CPO ANTIOX QUIN FPS15 200ml;75731;00001;00240;;01/04/2021 08:56:57;22/04/2021 18:16:54;
7891033757312;NSPA LOC HID CPO ANTIOX QUIN FPS15 200ml;75731;00001;00240;;01/04/2021 08:56:58;22/04/2021 18:16:54;
7891033757312;NSPA LOC HID CPO ANTIOX QUIN FPS15 200ml;75731;00001;00240;;01/04/2021 08:56:59;22/04/2021 18:16:54;
7891033757312;NSPA LOC HID CPO ANTIOX QUIN FPS15 200ml;75731;00001;00240;;01/04/2021 08:57:01;22/04/2021 18:16:54;
7891033757237;NSPA LOC DES HID CPO FIRM QUINOA 400ml;75723;00001;00240;;01/04/2021 08:57:07;22/04/2021 18:16:54;
7891033757237;NSPA LOC DES HID CPO FIRM QUINOA 400ml;75723;00001;00240;;01/04/2021 08:57:08;22/04/2021 18:16:54;
7891033757237;NSPA LOC DES HID CPO FIRM QUINOA 400ml;75723;00001;00240;;01/04/2021 08:57:11;22/04/2021 18:16:54;
7891033740307;COFFEE DES COL MAN SEDUC 100ml V3;74030;00001;00304;;01/04/2021 08:56:28;22/04/2021 18:16:54;
7891033740291;COFFEE DES COL MAN 100ml V3;74029;00001;00304;;01/04/2021 08:56:31;22/04/2021 18:16:54;
7891033740291;COFFEE DES COL MAN 100ml V3;74029;00001;00304;;01/04/2021 08:56:34;22/04/2021 18:16:54;
7891033740291;COFFEE DES COL MAN 100ml V3;74029;00001;00304;;01/04/2021 08:56:42;22/04/2021 18:16:54;
7891033773152;COFFEE DES COL MAN FUSION 100ml;77315;00001;00304;;01/04/2021 08:56:51;22/04/2021 18:16:54;
7891033773152;COFFEE DES COL MAN FUSION 100ml;77315;00001;00304;;01/04/2021 08:56:55;22/04/2021 18:16:54;
7891033773152;COFFEE DES COL MAN FUSION 100ml;77315;00001;00304;;01/04/2021 08:56:58;22/04/2021 18:16:54;
7891033773152;COFFEE DES COL MAN FUSION 100ml;77315;00001;00304;;01/04/2021 08:56:47;22/04/2021 18:16:54;
7891033736140;COFFEE DES COL DUO MAN 100ml;73614;00001;00304;;01/04/2021 08:57:01;22/04/2021 18:16:54;
7891033736140;COFFEE DES COL DUO MAN 100ml;73614;00001;00304;;01/04/2021 08:57:05;22/04/2021 18:16:54;
7891033736140;COFFEE DES COL DUO MAN 100ml;73614;00001;00304;;01/04/2021 08:57:09;22/04/2021 18:16:54;
7891033809721;COFFEE DES COL MAN SENSE 100ml;80972;00001;00304;;01/04/2021 08:57:13;22/04/2021 18:16:54;
7891033809721;COFFEE DES COL MAN SENSE 100ml;80972;00001;00304;;01/04/2021 08:57:17;22/04/2021 18:16:54;
7891033809721;COFFEE DES COL MAN SENSE 100ml;80972;00001;00304;;01/04/2021 08:57:20;22/04/2021 18:16:54;
7891033288137;ACCORDES DES COL 80ml V4;28813;00001;00500;;01/04/2021 09:08:52;22/04/2021 18:16:54;
7891033765379;MALBEC DES COL BLACK 50ml;76537;00001;00306;;01/04/2021 08:57:48;22/04/2021 18:16:54;
7891033765379;MALBEC DES COL BLACK 50ml;76537;00001;00306;;01/04/2021 08:57:52;22/04/2021 18:16:54;
7891033751952;MATCH MASC CAP LOIR 250g;75195;00001;00416;;01/04/2021 08:59:41;22/04/2021 18:16:54;
7891033751099;MATCH MASC CAP COLORIDOS 250g;75109;00001;00416;;01/04/2021 08:59:47;22/04/2021 18:16:54;
7891033744527;MATCH MASC CAP 3 MIN RES/LISOS 150ml;74452;00001;00416;;01/04/2021 08:59:55;22/04/2021 18:16:54;
7891033744527;MATCH MASC CAP 3 MIN RES/LISOS 150ml;74452;00001;00416;;01/04/2021 08:59:57;22/04/2021 18:16:54;
7891033765478;MATCH CREM PENT FIO/FINO FONT/NUTR 150ml;76547;00001;00241;;01/04/2021 08:57:47;22/04/2021 18:16:54;
7891033765478;MATCH CREM PENT FIO/FINO FONT/NUTR 150ml;76547;00001;00241;;01/04/2021 08:57:48;22/04/2021 18:16:54;
7891033765478;MATCH CREM PENT FIO/FINO FONT/NUTR 150ml;76547;00001;00241;;01/04/2021 08:58:03;22/04/2021 18:16:54;
7891033765485;MATCH CREM PENT FIO/GROS FONT/NUTR 150ml;76548;00001;00241;;01/04/2021 08:58:01;22/04/2021 18:16:54;
7891033765423;MATCH COND FONT/NUTR 250ml;76542;00001;00241;;01/04/2021 08:58:04;22/04/2021 18:16:54;
7891033765423;MATCH COND FONT/NUTR 250ml;76542;00001;00241;;01/04/2021 08:58:06;22/04/2021 18:16:54;
7891033765423;MATCH COND FONT/NUTR 250ml;76542;00001;00241;;01/04/2021 08:58:07;22/04/2021 18:16:54;
7891033765393;MATCH SHAMP FONT/NUTR 250ml;76539;00001;00241;;01/04/2021 08:58:08;22/04/2021 18:16:54;
7891033710492;MATCH CREM MODEL RESP/CACHO OND 290ml;71049;00001;00241;;01/04/2021 08:58:11;22/04/2021 18:16:54;
7891033716753;MATCH COND RESP/CACHOS 250ml;71675;00001;00241;;01/04/2021 08:58:13;22/04/2021 18:16:54;
7891033710522;MATCH CREM MODEL RESP/CACH CRESPOS 290ml;71052;00001;00241;;01/04/2021 08:58:12;22/04/2021 18:16:54;
7891033765393;MATCH SHAMP FONT/NUTR 250ml;76539;00001;00241;;01/04/2021 08:58:09;22/04/2021 18:16:54;
7891033244553;EGEO DES COL BLUE 90ml;24455;00001;00298;;01/04/2021 08:58:52;22/04/2021 18:16:54;
7891033758128;EGEO DES ANTIT AER BLUE 75g/125ml V2;75812;00001;00298;;01/04/2021 08:58:57;22/04/2021 18:16:54;
7891033733675;EGEO DES BDY SPR BLUE 100ml V2 PCK;73367;00001;00298;;01/04/2021 08:58:59;22/04/2021 18:16:54;
7891033441686;CARTUCHO INST C/VISOR LACO VERDE;44168;00001;00298;;01/04/2021 08:59:03;22/04/2021 18:16:54;
