teste;teste;teste;teste;teste;teste;teste;
7891033820320;GLAMOUR DES COL FEVER 10ML PRM;82032;00001;00409;;01/04/2021 09:54:33;22/04/2021 18:16:54;
7891033820320;GLAMOUR DES COL FEVER 10ML PRM;82032;00001;00409;;01/04/2021 09:54:36;22/04/2021 18:16:54;
7891033820320;GLAMOUR DES COL FEVER 10ML PRM;82032;00001;00409;;01/04/2021 09:54:40;22/04/2021 18:16:54;
7891033820320;GLAMOUR DES COL FEVER 10ML PRM;82032;00001;00409;;01/04/2021 09:54:44;22/04/2021 18:16:54;
7891033820320;GLAMOUR DES COL FEVER 10ML PRM;82032;00001;00409;;01/04/2021 09:54:48;22/04/2021 18:16:54;
7891033820320;GLAMOUR DES COL FEVER 10ML PRM;82032;00001;00409;;01/04/2021 09:54:52;22/04/2021 18:16:54;
7891033820320;GLAMOUR DES COL FEVER 10ML PRM;82032;00001;00409;;01/04/2021 09:54:56;22/04/2021 18:16:54;
7891033820320;GLAMOUR DES COL FEVER 10ML PRM;82032;00001;00409;;01/04/2021 09:54:59;22/04/2021 18:16:54;
7891033820320;GLAMOUR DES COL FEVER 10ML PRM;82032;00001;00409;;01/04/2021 09:55:03;22/04/2021 18:16:54;
7891033820320;GLAMOUR DES COL FEVER 10ML PRM;82032;00001;00409;;01/04/2021 09:55:07;22/04/2021 18:16:54;
7891033820320;GLAMOUR DES COL FEVER 10ML PRM;82032;00001;00409;;01/04/2021 09:55:11;22/04/2021 18:16:54;
7891033812813;MALBEC DES COL FLAME 10ML PRM;81281;00001;00409;;01/04/2021 09:52:50;22/04/2021 18:16:54;
7891033812813;MALBEC DES COL FLAME 10ML PRM;81281;00001;00409;;01/04/2021 09:52:55;22/04/2021 18:16:54;
7891033741069;EGEO DES COL BLUE 10ml PRM;74106;00001;00409;;01/04/2021 09:53:01;22/04/2021 18:16:54;
7891033754113;MALBEC DES COL CLUB 100ml V2;75411;00001;00483;;01/04/2021 09:56:52;22/04/2021 18:16:54;
7891033754113;MALBEC DES COL CLUB 100ml V2;75411;00001;00483;;01/04/2021 09:56:54;22/04/2021 18:16:54;
7891033736096;MALBEC DES COL SPORT 100ml V2;73609;00001;00483;;01/04/2021 09:56:56;22/04/2021 18:16:54;
7891033752102;MALBEC DES COL ABS 100ml V3;75210;00001;00483;;01/04/2021 09:56:58;22/04/2021 18:16:54;
7891033736072;MALBEC DES COL 100ml V3;73607;00001;00483;;01/04/2021 09:57:01;22/04/2021 18:16:54;
7891033736072;MALBEC DES COL 100ml V3;73607;00001;00483;;01/04/2021 09:57:04;22/04/2021 18:16:54;
7891033736072;MALBEC DES COL 100ml V3;73607;00001;00483;;01/04/2021 09:57:07;22/04/2021 18:16:54;
7891033736072;MALBEC DES COL 100ml V3;73607;00001;00483;;01/04/2021 09:57:10;22/04/2021 18:16:54;
7891033736072;MALBEC DES COL 100ml V3;73607;00001;00483;;01/04/2021 09:57:13;22/04/2021 18:16:54;
7891033736072;MALBEC DES COL 100ml V3;73607;00001;00483;;01/04/2021 09:57:15;22/04/2021 18:16:54;
7891033736072;MALBEC DES COL 100ml V3;73607;00001;00483;;01/04/2021 09:57:18;22/04/2021 18:16:54;
7891033736072;MALBEC DES COL 100ml V3;73607;00001;00483;;01/04/2021 09:57:20;22/04/2021 18:16:54;
7891033286478;INTENSE DELINEADOR LIQUIDO PRETO VS4;28647;00001;00336;;01/04/2021 09:55:22;22/04/2021 18:16:54;
7891033706129;INTENSE LAPIS PARA OLHOS PRETO PACK V5;70612;00001;00336;;01/04/2021 09:55:20;22/04/2021 18:16:54;
7891033755929;INTENSE LAP OLH PRETO 1,1g V6;75592;00001;00336;;01/04/2021 09:55:35;22/04/2021 18:16:54;
7891033755929;INTENSE LAP OLH PRETO 1,1g V6;75592;00001;00336;;01/04/2021 09:55:36;22/04/2021 18:16:54;
7891033755929;INTENSE LAP OLH PRETO 1,1g V6;75592;00001;00336;;01/04/2021 09:55:40;22/04/2021 18:16:54;
7891033755929;INTENSE LAP OLH PRETO 1,1g V6;75592;00001;00336;;01/04/2021 09:55:38;22/04/2021 18:16:54;
7891033755929;INTENSE LAP OLH PRETO 1,1g V6;75592;00001;00336;;01/04/2021 09:55:42;22/04/2021 18:16:54;
7891033755929;INTENSE LAP OLH PRETO 1,1g V6;75592;00001;00336;;01/04/2021 09:55:43;22/04/2021 18:16:54;
7891033755929;INTENSE LAP OLH PRETO 1,1g V6;75592;00001;00336;;01/04/2021 09:55:45;22/04/2021 18:16:54;
7891033755929;INTENSE LAP OLH PRETO 1,1g V6;75592;00001;00336;;01/04/2021 09:55:46;22/04/2021 18:16:54;
7891033755929;INTENSE LAP OLH PRETO 1,1g V6;75592;00001;00336;;01/04/2021 09:55:47;22/04/2021 18:16:54;
7891033755929;INTENSE LAP OLH PRETO 1,1g V6;75592;00001;00336;;01/04/2021 09:56:41;22/04/2021 18:16:54;
7891033755929;INTENSE LAP OLH PRETO 1,1g V6;75592;00001;00336;;01/04/2021 09:56:42;22/04/2021 18:16:54;
7891033755929;INTENSE LAP OLH PRETO 1,1g V6;75592;00001;00336;;01/04/2021 09:56:46;22/04/2021 18:16:54;
7891033755950;INTENSE LAP OLH MARROM 1,1g V6;75595;00001;00336;;01/04/2021 09:56:21;22/04/2021 18:16:54;
7891033755950;INTENSE LAP OLH MARROM 1,1g V6;75595;00001;00336;;01/04/2021 09:56:23;22/04/2021 18:16:54;
7891033755950;INTENSE LAP OLH MARROM 1,1g V6;75595;00001;00336;;01/04/2021 09:56:26;22/04/2021 18:16:54;
7891033755950;INTENSE LAP OLH MARROM 1,1g V6;75595;00001;00336;;01/04/2021 09:56:28;22/04/2021 18:16:54;
7891033795338;CBEM LOC DES HID CPO PEL SENSIVEL 100ml;79533;00001;00410;;01/04/2021 09:56:19;22/04/2021 18:16:54;
7891033795338;CBEM LOC DES HID CPO PEL SENSIVEL 100ml;79533;00001;00410;;01/04/2021 09:56:22;22/04/2021 18:16:54;
7891033795338;CBEM LOC DES HID CPO PEL SENSIVEL 100ml;79533;00001;00410;;01/04/2021 09:56:28;22/04/2021 18:16:54;
7891033795338;CBEM LOC DES HID CPO PEL SENSIVEL 100ml;79533;00001;00410;;01/04/2021 09:56:25;22/04/2021 18:16:54;
7891033795338;CBEM LOC DES HID CPO PEL SENSIVEL 100ml;79533;00001;00410;;01/04/2021 09:56:32;22/04/2021 18:16:54;
7891033795338;CBEM LOC DES HID CPO PEL SENSIVEL 100ml;79533;00001;00410;;01/04/2021 09:56:35;22/04/2021 18:16:54;
7891033795338;CBEM LOC DES HID CPO PEL SENSIVEL 100ml;79533;00001;00410;;01/04/2021 09:56:39;22/04/2021 18:16:54;
7891033795338;CBEM LOC DES HID CPO PEL SENSIVEL 100ml;79533;00001;00410;;01/04/2021 09:56:51;22/04/2021 18:16:54;
7891033795338;CBEM LOC DES HID CPO PEL SENSIVEL 100ml;79533;00001;00410;;01/04/2021 09:56:54;22/04/2021 18:16:54;
7891033795338;CBEM LOC DES HID CPO PEL SENSIVEL 100ml;79533;00001;00410;;01/04/2021 09:56:59;22/04/2021 18:16:54;
7891033795338;CBEM LOC DES HID CPO PEL SENSIVEL 100ml;79533;00001;00410;;01/04/2021 09:57:05;22/04/2021 18:16:54;
7891033795338;CBEM LOC DES HID CPO PEL SENSIVEL 100ml;79533;00001;00410;;01/04/2021 09:57:09;22/04/2021 18:16:54;
7891033795338;CBEM LOC DES HID CPO PEL SENSIVEL 100ml;79533;00001;00410;;01/04/2021 09:57:24;22/04/2021 18:16:54;
7891033795338;CBEM LOC DES HID CPO PEL SENSIVEL 100ml;79533;00001;00410;;01/04/2021 09:57:17;22/04/2021 18:16:54;
7891033795338;CBEM LOC DES HID CPO PEL SENSIVEL 100ml;79533;00001;00410;;01/04/2021 09:57:12;22/04/2021 18:16:54;
7891033795338;CBEM LOC DES HID CPO PEL SENSIVEL 100ml;79533;00001;00410;;01/04/2021 09:57:21;22/04/2021 18:16:54;
7891033765324;MALBEC DES COL PLAY 50ml V2;76532;00001;00484;;01/04/2021 09:58:25;22/04/2021 18:16:54;
7891033765324;MALBEC DES COL PLAY 50ml V2;76532;00001;00484;;01/04/2021 09:58:26;22/04/2021 18:16:54;
7891033765331;MALBEC DES COL 50ml V3;76533;00001;00484;;01/04/2021 09:58:38;22/04/2021 18:16:54;
7891033738496;MALBEC DES COL GOLD 100ml V2;73849;00001;00484;;01/04/2021 09:58:45;22/04/2021 18:16:54;
7891033765331;MALBEC DES COL 50ml V3;76533;00001;00484;;01/04/2021 09:58:38;22/04/2021 18:16:54;
7891033832019;MALBEC DES COL GOLD EDICAO ESPEC 100m;83201;00001;00484;;01/04/2021 09:58:42;22/04/2021 18:16:54;
7891033832019;MALBEC DES COL GOLD EDICAO ESPEC 100m;83201;00001;00484;;01/04/2021 09:58:48;22/04/2021 18:16:54;
7891033832019;MALBEC DES COL GOLD EDICAO ESPEC 100m;83201;00001;00484;;01/04/2021 09:58:51;22/04/2021 18:16:54;
7891033807611;MALBEC DES COL FLAME 100ml;80761;00001;00484;;01/04/2021 09:57:57;22/04/2021 18:16:54;
7891033807611;MALBEC DES COL FLAME 100ml;80761;00001;00484;;01/04/2021 09:58:02;22/04/2021 18:16:54;
7891033807611;MALBEC DES COL FLAME 100ml;80761;00001;00484;;01/04/2021 09:58:01;22/04/2021 18:16:54;
7891033807611;MALBEC DES COL FLAME 100ml;80761;00001;00484;;01/04/2021 09:58:06;22/04/2021 18:16:54;
7891033807611;MALBEC DES COL FLAME 100ml;80761;00001;00484;;01/04/2021 09:58:07;22/04/2021 18:16:54;
7891033807611;MALBEC DES COL FLAME 100ml;80761;00001;00484;;01/04/2021 09:58:12;22/04/2021 18:16:54;
7891033807611;MALBEC DES COL FLAME 100ml;80761;00001;00484;;01/04/2021 09:58:13;22/04/2021 18:16:54;
7891033807611;MALBEC DES COL FLAME 100ml;80761;00001;00484;;01/04/2021 09:58:19;22/04/2021 18:16:54;
7891033807611;MALBEC DES COL FLAME 100ml;80761;00001;00484;;01/04/2021 09:58:20;22/04/2021 18:16:54;
7891033736089;MALBEC DES COL NOIR 100ml V2;73608;00001;00484;;01/04/2021 09:58:31;22/04/2021 18:16:54;
7891033736089;MALBEC DES COL NOIR 100ml V2;73608;00001;00484;;01/04/2021 09:58:33;22/04/2021 18:16:54;
7891033736201;DREAM DES COL SPLSH VIAGEM ENC 200ml;73620;00001;00470;;01/04/2021 10:01:03;22/04/2021 18:16:54;
7891033736201;DREAM DES COL SPLSH VIAGEM ENC 200ml;73620;00001;00470;;01/04/2021 10:01:03;22/04/2021 18:16:54;
7891033708239;DREAM DES COL SPLSH AMOR NO AR 200ml;70823;00001;00470;;01/04/2021 09:59:50;22/04/2021 18:16:54;
7891033708239;DREAM DES COL SPLSH AMOR NO AR 200ml;70823;00001;00470;;01/04/2021 09:59:54;22/04/2021 18:16:54;
7891033708246;DREAM DES COL SPLSH JARDIM MIST 200ml;70824;00001;00470;;01/04/2021 10:00:32;22/04/2021 18:16:54;
7891033708246;DREAM DES COL SPLSH JARDIM MIST 200ml;70824;00001;00470;;01/04/2021 10:00:33;22/04/2021 18:16:54;
7891033773121;DREAM LOC DES HID CPO BNH/SORTE 200ml;77312;00001;00470;;01/04/2021 10:00:23;22/04/2021 18:16:54;
7891033773121;DREAM LOC DES HID CPO BNH/SORTE 200ml;77312;00001;00470;;01/04/2021 10:00:26;22/04/2021 18:16:54;
7891033708222;DREAM DES COL SPLSH ESPLH SECRETO 200ml;70822;00001;00470;;01/04/2021 09:59:46;22/04/2021 18:16:54;
7891033773145;DREAM DES COL BNH/SORTE 200ml;77314;00001;00470;;01/04/2021 10:00:40;22/04/2021 18:16:54;
7891033773145;DREAM DES COL BNH/SORTE 200ml;77314;00001;00470;;01/04/2021 10:00:41;22/04/2021 18:16:54;
7891033773145;DREAM DES COL BNH/SORTE 200ml;77314;00001;00470;;01/04/2021 10:00:49;22/04/2021 18:16:54;
7891033773145;DREAM DES COL BNH/SORTE 200ml;77314;00001;00470;;01/04/2021 10:00:50;22/04/2021 18:16:54;
7891033773145;DREAM DES COL BNH/SORTE 200ml;77314;00001;00470;;01/04/2021 10:00:56;22/04/2021 18:16:54;
7891033773145;DREAM DES COL BNH/SORTE 200ml;77314;00001;00470;;01/04/2021 10:00:59;22/04/2021 18:16:54;
7891033746644;DREAM LOC HID DES CPO AMOR NO AR 200ml;74664;00001;00470;;01/04/2021 10:00:07;22/04/2021 18:16:54;
7891033743896;DREAM LOC HID DES CPO VIAGEM ENC 200ml;74389;00001;00470;;01/04/2021 10:01:13;22/04/2021 18:16:54;
7891033743896;DREAM LOC HID DES CPO VIAGEM ENC 200ml;74389;00001;00470;;01/04/2021 10:01:16;22/04/2021 18:16:54;
7891033779864;DREAM DES COL AMOR NO AR 350ml;77986;00001;00470;;01/04/2021 09:59:59;22/04/2021 18:16:54;
7891033779864;DREAM DES COL AMOR NO AR 350ml;77986;00001;00470;;01/04/2021 10:00:14;22/04/2021 18:16:54;
7891033802487;DREAM DES COL SPLSH DOCE TARDE 200ml;80248;00001;00470;;01/04/2021 10:01:09;22/04/2021 18:16:54;
7891033802487;DREAM DES COL SPLSH DOCE TARDE 200ml;80248;00001;00470;;01/04/2021 10:01:10;22/04/2021 18:16:54;
7891033766215;DREAM DES COL CEU/BAUN 200ml;76621;00001;00470;;01/04/2021 10:00:19;22/04/2021 18:16:54;
7891033766215;DREAM DES COL CEU/BAUN 200ml;76621;00001;00470;;01/04/2021 10:00:20;22/04/2021 18:16:54;
7891033822645;MAKE B BAT ST/PREN HYAL S/COR 3g;82264;00001;00360;;01/04/2021 10:10:29;22/04/2021 18:16:54;
7891033822645;MAKE B BAT ST/PREN HYAL S/COR 3g;82264;00001;00360;;01/04/2021 10:10:30;22/04/2021 18:16:54;
7891033766352;MAKE B LIP OIL SUN HIT 3,7ml;76635;00001;00360;;01/04/2021 10:10:23;22/04/2021 18:16:54;
7891033766352;MAKE B LIP OIL SUN HIT 3,7ml;76635;00001;00360;;01/04/2021 10:10:25;22/04/2021 18:16:54;
7891033773077;MAKE B BAT LIQ MAT A/HIAL WINE UP 5ml;77307;00001;00360;;01/04/2021 10:10:34;22/04/2021 18:16:54;
7891033773077;MAKE B BAT LIQ MAT A/HIAL WINE UP 5ml;77307;00001;00360;;01/04/2021 10:10:39;22/04/2021 18:16:54;
7891033773077;MAKE B BAT LIQ MAT A/HIAL WINE UP 5ml;77307;00001;00360;;01/04/2021 10:10:36;22/04/2021 18:16:54;
7891033766796;BOTICOLL STYLETTO DES COL ELEG 100ml V3;76679;00001;00490;;01/04/2021 10:01:59;22/04/2021 18:16:54;
7891033766796;BOTICOLL STYLETTO DES COL ELEG 100ml V3;76679;00001;00490;;01/04/2021 10:02:01;22/04/2021 18:16:54;
7891033277070;BOTICOLL CONNEXION DES COL 100ml V2;27707;00001;00490;;01/04/2021 10:01:47;22/04/2021 18:16:54;
7891033277070;BOTICOLL CONNEXION DES COL 100ml V2;27707;00001;00490;;01/04/2021 10:01:51;22/04/2021 18:16:54;
7891033277070;BOTICOLL CONNEXION DES COL 100ml V2;27707;00001;00490;;01/04/2021 10:01:53;22/04/2021 18:16:54;
7891033277070;BOTICOLL CONNEXION DES COL 100ml V2;27707;00001;00490;;01/04/2021 10:01:55;22/04/2021 18:16:54;
7891033766819;BOTICOLL HORIZONTE DES COL 100ml;76681;00001;00490;;01/04/2021 10:02:16;22/04/2021 18:16:54;
7891033766819;BOTICOLL HORIZONTE DES COL 100ml;76681;00001;00490;;01/04/2021 10:02:19;22/04/2021 18:16:54;
7891033766819;BOTICOLL HORIZONTE DES COL 100ml;76681;00001;00490;;01/04/2021 10:02:26;22/04/2021 18:16:54;
7891033766819;BOTICOLL HORIZONTE DES COL 100ml;76681;00001;00490;;01/04/2021 10:02:27;22/04/2021 18:16:54;
7891033766819;BOTICOLL HORIZONTE DES COL 100ml;76681;00001;00490;;01/04/2021 10:02:33;22/04/2021 18:16:54;
7891033766819;BOTICOLL HORIZONTE DES COL 100ml;76681;00001;00490;;01/04/2021 10:02:17;22/04/2021 18:16:54;
7891033766819;BOTICOLL HORIZONTE DES COL 100ml;76681;00001;00490;;01/04/2021 10:02:34;22/04/2021 18:16:54;
7891033766789;BOTICOLL STYLETTO DES COL 100ml V3;76678;00001;00490;;01/04/2021 10:02:05;22/04/2021 18:16:54;
7891033766789;BOTICOLL STYLETTO DES COL 100ml V3;76678;00001;00490;;01/04/2021 10:02:06;22/04/2021 18:16:54;
7891033734108;INTENSE BATOM CREM 12 IND V2;73410;00001;00337;;01/04/2021 09:57:55;22/04/2021 18:16:54;
7891033758487;INTENSE BATOM MATE 70 PARADINHAS ED LTDA;75848;00001;00337;;01/04/2021 09:57:21;22/04/2021 18:16:54;
7891033766383;INTENSE BATOM MATE 40 PODERES 3,6g;76638;00001;00337;;01/04/2021 09:58:01;22/04/2021 18:16:54;
7891033766383;INTENSE BATOM MATE 40 PODERES 3,6g;76638;00001;00337;;01/04/2021 09:58:07;22/04/2021 18:16:54;
7891033766383;INTENSE BATOM MATE 40 PODERES 3,6g;76638;00001;00337;;01/04/2021 09:58:09;22/04/2021 18:16:54;
7891033748983;INTENSE BATOM ACET 13 DESTN V5;74898;00001;00337;;01/04/2021 09:57:29;22/04/2021 18:16:54;
7891033748990;INTENSE BATOM MATE 27 ENC;74899;00001;00337;;01/04/2021 09:57:15;22/04/2021 18:16:54;
7891033734276;INTENSE BATOM MATE 330 LOUC V5;73427;00001;00337;;01/04/2021 09:57:18;22/04/2021 18:16:54;
7891033734276;INTENSE BATOM MATE 330 LOUC V5;73427;00001;00337;;01/04/2021 09:57:19;22/04/2021 18:16:54;
7891033734122;INTENSE BATOM CREM 234 SURP;73412;00001;00337;;01/04/2021 09:59:18;22/04/2021 18:16:54;
7891033749003;INTENSE BATOM MATE 50 LOOKS;74900;00001;00337;;01/04/2021 09:58:55;22/04/2021 18:16:54;
7891033749003;INTENSE BATOM MATE 50 LOOKS;74900;00001;00337;;01/04/2021 09:58:57;22/04/2021 18:16:54;
7891033734412;INTENSE BATOM CREM 380 RISOS;73441;00001;00337;;01/04/2021 09:59:29;22/04/2021 18:16:54;
7891033734412;INTENSE BATOM CREM 380 RISOS;73441;00001;00337;;01/04/2021 09:59:31;22/04/2021 18:16:54;
7891033734412;INTENSE BATOM CREM 380 RISOS;73441;00001;00337;;01/04/2021 09:59:34;22/04/2021 18:16:54;
7891033734412;INTENSE BATOM CREM 380 RISOS;73441;00001;00337;;01/04/2021 09:59:36;22/04/2021 18:16:54;
7891033734412;INTENSE BATOM CREM 380 RISOS;73441;00001;00337;;01/04/2021 09:59:39;22/04/2021 18:16:54;
7891033734290;INTENSE BATOM MATE 83 MALIC;73429;00001;00337;;01/04/2021 09:58:19;22/04/2021 18:16:54;
7891033755578;INTENSE BATOM MATE 40 FACANHAS V2;75557;00001;00337;;01/04/2021 09:58:22;22/04/2021 18:16:54;
7891033734245;INTENSE BATOM MATE 14 DEVN V5;73424;00001;00337;;01/04/2021 09:58:25;22/04/2021 18:16:54;
7891033734245;INTENSE BATOM MATE 14 DEVN V5;73424;00001;00337;;01/04/2021 09:58:28;22/04/2021 18:16:54;
7891033734160;INTENSE BATOM CREM 43 OLH V3;73416;00001;00337;;01/04/2021 09:59:45;22/04/2021 18:16:54;
7891033734160;INTENSE BATOM CREM 43 OLH V3;73416;00001;00337;;01/04/2021 09:59:47;22/04/2021 18:16:54;
7891033734160;INTENSE BATOM CREM 43 OLH V3;73416;00001;00337;;01/04/2021 09:59:50;22/04/2021 18:16:54;
7891033734160;INTENSE BATOM CREM 43 OLH V3;73416;00001;00337;;01/04/2021 09:59:54;22/04/2021 18:16:54;
7891033734160;INTENSE BATOM CREM 43 OLH V3;73416;00001;00337;;01/04/2021 09:59:59;22/04/2021 18:16:54;
7891033766369;INTENSE BATOM CREM 8 ARRASOS 3,6g;76636;00001;00337;;01/04/2021 09:58:48;22/04/2021 18:16:54;
7891033766369;INTENSE BATOM CREM 8 ARRASOS 3,6g;76636;00001;00337;;01/04/2021 09:58:50;22/04/2021 18:16:54;
7891033734252;INTENSE BATOM MATE 150 VONTADES;73425;00001;00337;;01/04/2021 09:58:12;22/04/2021 18:16:54;
7891033734252;INTENSE BATOM MATE 150 VONTADES;73425;00001;00337;;01/04/2021 09:58:15;22/04/2021 18:16:54;
7891033748976;INTENSE BATOM ACET 28 LACOS V5;74897;00001;00337;;01/04/2021 09:59:01;22/04/2021 18:16:54;
7891033748976;INTENSE BATOM ACET 28 LACOS V5;74897;00001;00337;;01/04/2021 09:59:07;22/04/2021 18:16:54;
7891033759804;INTENSE BATOM CREM 21 BEIJINHOS V2;75980;00001;00337;;01/04/2021 10:00:09;22/04/2021 18:16:54;
7891033759804;INTENSE BATOM CREM 21 BEIJINHOS V2;75980;00001;00337;;01/04/2021 10:00:12;22/04/2021 18:16:54;
7891033759804;INTENSE BATOM CREM 21 BEIJINHOS V2;75980;00001;00337;;01/04/2021 10:00:13;22/04/2021 18:16:54;
7891033759804;INTENSE BATOM CREM 21 BEIJINHOS V2;75980;00001;00337;;01/04/2021 10:00:14;22/04/2021 18:16:54;
7891033773039;MAKE B BAT LIQ MAT A/HIAL DARK MALVA 5ml;77303;00001;00361;;01/04/2021 10:11:13;22/04/2021 18:16:54;
7891033773039;MAKE B BAT LIQ MAT A/HIAL DARK MALVA 5ml;77303;00001;00361;;01/04/2021 10:11:15;22/04/2021 18:16:54;
7891033773091;MAKE B BAT LIQ MAT A/HIAL DEEP BROW 5ml;77309;00001;00361;;01/04/2021 10:11:19;22/04/2021 18:16:54;
7891033773091;MAKE B BAT LIQ MAT A/HIAL DEEP BROW 5ml;77309;00001;00361;;01/04/2021 10:11:20;22/04/2021 18:16:54;
7891033773091;MAKE B BAT LIQ MAT A/HIAL DEEP BROW 5ml;77309;00001;00361;;01/04/2021 10:11:22;22/04/2021 18:16:54;
7891033773022;MAKE B BAT LIQ MAT A/HIAL RED BOOST 5ml;77302;00001;00361;;01/04/2021 10:11:25;22/04/2021 18:16:54;
7891033773022;MAKE B BAT LIQ MAT A/HIAL RED BOOST 5ml;77302;00001;00361;;01/04/2021 10:11:27;22/04/2021 18:16:54;
7891033773046;MAKE B BAT LIQ MAT A/HIAL ELEG ROSE 5ml;77304;00001;00361;;01/04/2021 10:11:32;22/04/2021 18:16:54;
7891033773046;MAKE B BAT LIQ MAT A/HIAL ELEG ROSE 5ml;77304;00001;00361;;01/04/2021 10:11:35;22/04/2021 18:16:54;
7891033773046;MAKE B BAT LIQ MAT A/HIAL ELEG ROSE 5ml;77304;00001;00361;;01/04/2021 10:11:39;22/04/2021 18:16:54;
7891033773046;MAKE B BAT LIQ MAT A/HIAL ELEG ROSE 5ml;77304;00001;00361;;01/04/2021 10:11:41;22/04/2021 18:16:54;
7891033751150;MAKE B BAT LIQ CUSH SUN HIT ROSE 6ml;75115;00001;00361;;01/04/2021 10:11:44;22/04/2021 18:16:54;
7891033740116;MAKE B BATOM LIQ MATE DARK MALVA;74011;00001;00361;;01/04/2021 10:12:02;22/04/2021 18:16:54;
7891033740116;MAKE B BATOM LIQ MATE DARK MALVA;74011;00001;00361;;01/04/2021 10:12:03;22/04/2021 18:16:54;
7891033279838;MAKE B BATOM LIQ COMF NEW MODERN NUD V2;27983;00001;00361;;01/04/2021 10:12:06;22/04/2021 18:16:54;
7891033822690;MAKE B BAT LIQ VINIL RED APPLE 5ml;82269;00001;00361;;01/04/2021 10:11:47;22/04/2021 18:16:54;
7891033822690;MAKE B BAT LIQ VINIL RED APPLE 5ml;82269;00001;00361;;01/04/2021 10:11:48;22/04/2021 18:16:54;
7891033773084;MAKE B BAT LIQ MAT A/HIAL DARK ROUGE 5ml;77308;00001;00361;;01/04/2021 10:11:53;22/04/2021 18:16:54;
7891033773084;MAKE B BAT LIQ MAT A/HIAL DARK ROUGE 5ml;77308;00001;00361;;01/04/2021 10:11:54;22/04/2021 18:16:54;
7891033739318;MAKE B BATOM LIQ DIAMOND PLATINUM;73931;00001;00361;;01/04/2021 10:11:57;22/04/2021 18:16:54;
7891033772230;MAKE B BAT JELLY SUN HIT NUDE 3,5g;77223;00001;00361;;01/04/2021 10:11:59;22/04/2021 18:16:54;
7891033808137;MAKE B BAT LIQ DIAM AC/HIAL PLATINUM 5ml;80813;00001;00361;;01/04/2021 10:12:21;22/04/2021 18:16:54;
7891033773053;MAKE B BAT LIQ MAT A/HIAL ORAN PUNCH 5ml;77305;00001;00361;;01/04/2021 10:12:13;22/04/2021 18:16:54;
7891033773206;MAKE B BAT LIQ MAT A/HIAL TAUPE CHIC 5ml;77320;00001;00361;;01/04/2021 10:12:16;22/04/2021 18:16:54;
7891033811441;MAKE B BAT HIDRATANTE AC/HIAL ROSE 3,6g;81144;00001;00361;;01/04/2021 10:12:09;22/04/2021 18:16:54;
7891033772933;MAKE B BAT CREM AC/HIAL RED UNIQUE 3,6g;77293;00001;00361;;01/04/2021 10:11:50;22/04/2021 18:16:54;
7891033766352;MAKE B LIP OIL SUN HIT 3,7ml;76635;00001;00361;;01/04/2021 10:13:23;22/04/2021 18:16:54;
7891033748938;EGEO DES BDY SPR DOLCE 100ml V8 PCK;74893;00001;00489;;01/04/2021 10:03:06;22/04/2021 18:16:54;
7891033748938;EGEO DES BDY SPR DOLCE 100ml V8 PCK;74893;00001;00489;;01/04/2021 10:03:06;22/04/2021 18:16:54;
7891033748938;EGEO DES BDY SPR DOLCE 100ml V8 PCK;74893;00001;00489;;01/04/2021 10:03:06;22/04/2021 18:16:54;
7891033748938;EGEO DES BDY SPR DOLCE 100ml V8 PCK;74893;00001;00489;;01/04/2021 10:03:06;22/04/2021 18:16:54;
7891033748938;EGEO DES BDY SPR DOLCE 100ml V8 PCK;74893;00001;00489;;01/04/2021 10:03:06;22/04/2021 18:16:54;
7891033748938;EGEO DES BDY SPR DOLCE 100ml V8 PCK;74893;00001;00489;;01/04/2021 10:03:10;22/04/2021 18:16:54;
7891033748938;EGEO DES BDY SPR DOLCE 100ml V8 PCK;74893;00001;00489;;01/04/2021 10:03:10;22/04/2021 18:16:54;
7891033748938;EGEO DES BDY SPR DOLCE 100ml V8 PCK;74893;00001;00489;;01/04/2021 10:03:10;22/04/2021 18:16:54;
7891033748938;EGEO DES BDY SPR DOLCE 100ml V8 PCK;74893;00001;00489;;01/04/2021 10:03:10;22/04/2021 18:16:54;
7891033748938;EGEO DES BDY SPR DOLCE 100ml V8 PCK;74893;00001;00489;;01/04/2021 10:03:10;22/04/2021 18:16:54;
7891033733675;EGEO DES BDY SPR BLUE 100ml V2 PCK;73367;00001;00489;;01/04/2021 10:03:16;22/04/2021 18:16:54;
7891033733675;EGEO DES BDY SPR BLUE 100ml V2 PCK;73367;00001;00489;;01/04/2021 10:03:16;22/04/2021 18:16:54;
7891033733675;EGEO DES BDY SPR BLUE 100ml V2 PCK;73367;00001;00489;;01/04/2021 10:03:16;22/04/2021 18:16:54;
7891033733675;EGEO DES BDY SPR BLUE 100ml V2 PCK;73367;00001;00489;;01/04/2021 10:03:16;22/04/2021 18:16:54;
7891033733675;EGEO DES BDY SPR BLUE 100ml V2 PCK;73367;00001;00489;;01/04/2021 10:03:16;22/04/2021 18:16:54;
7891033733675;EGEO DES BDY SPR BLUE 100ml V2 PCK;73367;00001;00489;;01/04/2021 10:03:35;22/04/2021 18:16:54;
7891033733675;EGEO DES BDY SPR BLUE 100ml V2 PCK;73367;00001;00489;;01/04/2021 10:03:35;22/04/2021 18:16:54;
7891033733675;EGEO DES BDY SPR BLUE 100ml V2 PCK;73367;00001;00489;;01/04/2021 10:03:35;22/04/2021 18:16:54;
